1436175,1304055,1124675,3301.89,198.11,3500,2017-07-18,N
790573,131186,697696,153846.16,26153.84,180000,2017-06-27,N
83187,839641,912831,762.39,129.61,892,2016-12-14,N
81663,839641,819037,153.63,26.12,179.75,2017-10-16,N
1978413,65480,754644,9287.08,1207.32,10494.4,2017-05-08,N
2378870,1367226,113925,15796.21,1737.58,17533.79,2017-01-10,N
2365822,839641,260390,135.04,22.96,158,2017-11-06,N
3574006,1239042,1374568,1460001.66,248200.28,1708201.94,2017-06-25,N
4293633,1331628,178234,4716.6,801.82,5518.42,2017-03-24,N
1939367,477095,1289324,9618.74,1635.19,11253.93,2016-12-01,Y
1959327,634099,1417421,4315403.9,733618.66,5049022.56,2017-09-06,N
3723683,64328,939709,789762.65,134259.65,924022.3,2017-08-27,N
2543048,1146148,1261454,85085.47,14464.53,99550,2017-06-08,N
5929090,850003,584552,900.9,99.1,1000,2016-11-08,N
5979681,486731,578188,64102.56,10897.44,75000,2017-07-26,N
3910954,839641,568570,169.23,28.77,198,2017-03-20,N
6147522,782791,1255269,81566.37,10603.63,92170,2016-12-15,N
4215614,640484,384264,10527.18,315.82,10843,2017-03-21,N
4143271,1246904,399092,84540.26,14371.84,98912.1,2017-07-28,N
7950733,1320246,704790,3933.96,236.04,4170,2017-08-09,N
11923520,804272,932939,23717.95,4032.05,27750,2017-01-19,N
11959319,580641,498547,86324.79,14675.21,101000,2017-08-09,N
13206116,740689,30367,84615.38,14384.62,99000,2017-03-24,N
13745556,1110246,677309,1410.38,84.62,1495,2017-03-12,N
13753242,917825,1001914,14125.13,2401.27,16526.4,2017-10-09,N
14251658,839641,975617,1533.33,260.67,1794,2017-05-23,N
14276063,1224630,798288,769.24,130.76,900,2017-01-06,N
963457,541514,849431,7179.49,1220.51,8400,2017-03-13,N
949281,445257,1196025,7728.16,231.84,7960,2017-09-07,N
1930283,1304255,1239141,1919.81,115.19,2035,2017-09-12,N
2220655,709061,1239092,61510.95,10456.86,71967.81,2017-04-24,N
5568718,512798,548780,4273.5,726.5,5000,2017-06-09,N
7908637,43057,1338725,636.79,38.21,675,2017-03-20,N
7890497,1193253,101002,9476.92,1611.08,11088,2016-11-02,N
8103059,1284689,205970,94666.67,16093.33,110760,2017-08-04,N
7755406,782792,1347533,21837.18,3712.32,25549.5,2017-06-23,N
3300149,1024848,471093,7863.25,1336.75,9200,2016-12-02,N
8258785,1397615,406929,43195.3,7343.2,50538.5,2017-05-25,N
7068034,707279,795573,93488.9,15893.1,109382,2017-01-11,N
7061507,862549,71290,19020.51,3233.49,22254,2017-10-16,N
14359504,577175,446510,6657.21,1131.73,7788.94,2017-10-13,N
12382415,933016,970123,21068.37,3581.63,24650,2017-08-25,N
14499052,242054,1167457,97777.78,16622.22,114400,2016-12-16,N
113900,1297611,438537,2736.67,465.23,3201.9,2017-01-15,N
12895730,708084,624756,12742.15,2166.17,14908.32,2017-03-04,N
15276671,697480,1303565,33366.06,5672.23,39038.29,2017-02-15,N
15342768,949542,135272,70911.33,12054.93,82966.26,2017-09-28,N
4856790,839641,86127,59.74,10.16,69.9,2017-05-08,N
16374385,1374486,622294,20974.37,3565.63,24540,2017-04-28,N
5846669,839641,136114,93971,15975.29,109946.29,2016-12-31,N
8327700,795197,116280,1111.11,188.89,1300,2017-04-05,N
8311703,348536,761778,96974.36,16485.64,113460,2017-07-27,N
13656358,661655,434546,258.97,44.03,303,2017-08-09,N
2217565,946504,270417,844978.63,143646.37,988625,2017-11-01,Y
6025235,42851,1155674,132.83,7.97,140.8,2017-01-20,N
6050131,1239042,854237,45.61,7.75,53.36,2017-10-12,N
14796466,1310318,516252,13410.26,2279.74,15690,2017-08-17,N
7295269,216721,961567,25726.07,4373.43,30099.5,2017-06-26,N
